Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
26,0.3948007684629531,A,0.002461785463031483,X,32,0.048423168304580266,Blue,-0.17942102641091612,187,Dog,277
29,0.9533242648871384,A,-2.2315542203893663,X,8,0.9170257590173906,Green,-1.057603578327878,196,Dog,255
1,0.4851319077143348,B,1.3240448141621386,X,45,0.012231623507424128,Red,1.2852848844044165,175,Bird,220
35,0.9737805009789289,A,-0.16786706198111284,Z,27,0.281324428561327,Red,0.14627207977390544,114,Bird,298
70,0.008198321130962194,C,0.25864116920232705,X,22,0.4476107821943013,Red,-0.0541614976571904,177,Cat,291
59,0.8988153748063467,B,0.25627962729143833,Y,28,0.31909235429240257,Blue,0.6247505619886907,108,Cat,262
69,0.9311204519433507,C,-0.7692285984720855,Y,18,0.5519178700632704,Green,-0.8546827173233831,130,Dog,235
33,0.9610209357652133,C,-0.2439077424589,Y,23,0.4616130151705162,Blue,0.16128974621434475,197,Bird,240
51,0.013076534174614851,C,-0.77709315346917,Z,41,0.25547623586357937,Red,0.09018224608085246,101,Dog,244
78,0.171700836550309,B,1.3833297485483524,X,31,0.08802013090543992,Green,0.13413168194983355,153,Cat,252
12,0.6537645030932362,A,-2.2238530623712354,Y,41,0.13753527058416948,Red,1.0273030703230992,147,Bird,263
20,0.025472691735107134,C,-0.9533234567365458,X,34,0.4863200692570141,Red,-0.42447170919777844,100,Cat,283
53,0.06360899617650073,A,-0.322069824853645,X,7,0.8459455339857392,Blue,-0.5299728830476796,162,Dog,206
88,0.22107887369344192,A,1.4974957159134523,Y,5,0.10063889192198017,Blue,-0.6143698288171627,133,Bird,221
43,0.5124397687438842,C,0.7078163206381513,Z,21,0.6772063852035107,Green,-0.6557622292295281,186,Cat,291
98,0.5459025592668075,A,-1.6380402869428872,Y,6,0.7920911458456091,Blue,1.102334358422978,164,Cat,219
89,0.03426112279350435,B,-0.11550943112516086,Y,45,0.27677227831472817,Blue,-0.07069048271408049,196,Dog,231
50,0.17036725078153114,B,0.7213310082617503,Z,35,0.6682394928518994,Blue,1.0228049633575627,110,Dog,218
29,0.4997056733346553,A,2.226903139247802,X,42,0.6866579446829169,Red,0.2710216414112241,108,Bird,227
57,0.5939406209434053,A,-0.3397478621808091,X,23,0.7077927310264263,Red,-0.8741236092341064,106,Dog,288
39,0.14840169648621537,B,-1.1844380678030872,Z,3,0.8908090915994874,Blue,-1.5069625794753834,145,Cat,285
95,0.39884141194697065,A,0.32236826902943033,Y,33,0.3985260644911053,Red,-1.4520287490788637,136,Bird,265
56,0.9044014365169524,A,-0.04328560487960969,Z,38,0.2436891376714263,Blue,-0.8908594210316548,187,Cat,284
43,0.998899287046172,A,0.46330867118861435,Y,23,0.5438448678872697,Green,1.0197215481738728,148,Bird,269
50,0.9872144548311412,A,0.6904749348373335,Z,16,0.0625483732354154,Blue,1.30079193451347,107,Cat,296
23,0.8816745102868724,C,0.3199316921378321,X,25,0.333920930200452,Green,0.09295334165970293,160,Dog,241
44,0.3946600879499458,A,0.5281967236673127,Z,49,0.8832251267138379,Blue,0.9269120280539198,135,Dog,253
38,0.6865742920747842,B,1.6356849863616734,Z,16,0.532057560244213,Green,-0.5549890714032275,101,Bird,266
84,0.4165922277841987,C,-0.2910584302873996,Y,25,0.43667530423959244,Red,-0.6278281033215328,144,Cat,263
23,0.6485270268242028,C,-1.224430902208791,Y,42,0.26568391070103103,Blue,0.7707725290226691,105,Dog,223
45,0.30943247096948323,B,0.31397575048414034,Y,7,0.2503756847061748,Green,0.16626541651046403,136,Dog,211
52,0.606202253610332,A,-1.2813330301857804,Z,8,0.23661202136031922,Green,0.7334840095895278,156,Dog,268
80,0.5237584965528499,C,-1.1215917527347823,Z,3,0.8292336681198818,Red,0.05122678246271744,175,Bird,285
50,0.024480265813199953,C,-0.8221001888480155,Y,5,0.9850203721928096,Green,-0.3753641411350332,118,Dog,283
8,0.7907029037461137,A,-1.2507407008750524,X,19,0.5347984332731123,Blue,-0.21574307422144473,151,Cat,296
85,0.011897832245155615,A,1.1685650420088254,Y,7,0.07983341717281323,Green,0.3071305774223811,192,Bird,267
1,0.29315594225330177,B,0.04891109801747072,Z,22,0.7510390459351902,Green,0.239862365788398,182,Bird,225
8,0.00592406545400237,C,0.7067888371939568,Z,26,0.8770544234203201,Green,-0.9319106070100668,130,Bird,215
29,0.3762014132951982,A,0.5102643849253244,Y,25,0.9312281709895122,Red,-0.12170273919067279,146,Bird,283
96,0.0631605281641393,A,-0.20995053178224082,Y,6,0.6287753460213852,Red,-1.5205578562072557,138,Bird,299
5,0.9135109668312412,B,0.9605038550767908,Z,5,0.5068808332588195,Red,-0.3491147072677657,192,Bird,218
86,0.4156792951628686,C,-0.4825680087110775,Z,38,0.620527314466413,Green,-0.9207580378249695,150,Dog,230
47,0.45949577486441007,A,-0.16796274132646088,X,38,0.012950717612979501,Red,-3.045870601806776,154,Bird,202
34,0.34985023609085486,B,-0.7078411857552442,Y,22,0.6554198752987499,Red,2.2100177426513037,120,Dog,278
65,0.6275061542017663,C,1.4003058073742787,Y,31,0.709646393255548,Blue,-0.7722955432720378,198,Cat,254
55,0.7844081166182038,C,-0.10713520827973697,X,22,0.7220303476378883,Green,-0.9412977589728788,132,Dog,210
90,0.6481467430489779,C,0.5980277403306284,Z,11,0.5630717809094132,Red,1.6229207954102338,120,Bird,215
43,0.7482071183951275,C,-0.5814616429655602,Z,32,0.7000443713213623,Blue,-1.1720132581371914,109,Cat,246
74,0.9059736635092605,B,0.8470195771454558,X,17,0.6388323907301923,Blue,-1.4513895000998063,103,Bird,238
30,0.8635465316714287,A,0.7728030900982756,Y,41,0.11552841984229922,Green,-0.20540776253480714,147,Bird,251
82,0.6740584527536958,C,-1.6254796836283474,Z,22,0.898366769402436,Green,-0.49497349817038094,156,Bird,200
17,0.2146379629044286,C,0.004125093716180475,X,16,0.6227275076878896,Blue,-0.6393578878653078,111,Dog,231
26,0.6377028510419288,A,0.11690053329630949,X,42,0.7277943704830266,Green,-0.9173043342434567,109,Cat,271
8,0.5060830957405109,C,-0.2997213946110118,X,15,0.3428875199174509,Blue,-0.18858930856500744,166,Cat,218
47,0.7172192310104201,C,1.3847103342804297,Z,8,0.9192395162290854,Red,1.6364902099368999,107,Cat,258
76,0.8329316483929149,A,-1.2172471224257115,Z,46,0.5026157661886912,Green,-1.610642051878272,168,Dog,289
91,0.7427214971864174,A,-0.4482826864121744,X,48,0.6790059916586575,Red,0.8406032269270868,199,Dog,240
72,0.8465611699612853,C,-0.8493378480651751,X,3,0.9521820605978992,Green,1.5336911725070057,121,Dog,284
89,0.06386637334102385,A,1.0299214770121665,Z,13,0.9160827449328599,Blue,-0.6261970286535419,134,Dog,285
46,0.031620038237463954,B,-1.0286139207653675,Z,30,0.6447987707387078,Red,0.37639639946896686,186,Cat,210
68,0.25850056769959395,B,-1.8325822656977986,Z,28,0.16574139153324474,Blue,-0.12196201148969818,103,Dog,270
33,0.9006660841086284,C,0.4313851184005227,Z,9,0.9505684309736157,Blue,-1.7192882950072146,115,Bird,269
1,0.8236592509839739,C,-0.13917179601910046,Z,12,0.9841356973109677,Blue,1.2189867012857336,136,Cat,224
19,0.6827272977953116,A,1.040349620673238,X,25,0.10339669538201546,Green,0.03522110297399196,121,Dog,295
31,0.7007586674397159,A,0.8123433957204345,Z,37,0.45029768211830357,Green,-0.5209851764112728,184,Dog,232
80,0.7266704692582125,C,-0.04248315886883168,Z,21,0.5482555638461766,Blue,-1.521669372970462,161,Bird,294
14,0.9426027004847469,C,-1.4431782691335713,X,39,0.0920815404689238,Blue,0.5209022378940741,149,Bird,215
53,0.8321911523075576,B,-1.1981023187944242,X,39,0.18967994945965994,Green,0.15211816785485466,159,Bird,235
48,0.6233903870270475,A,-1.7731909121797624,Y,19,0.537705391079373,Red,0.6058047523279739,126,Bird,216
69,0.6657154352571405,C,-0.13826149395053267,Z,8,0.963089447850655,Green,0.5552647010203797,151,Cat,244
90,0.21374026206112196,C,-0.6587027058043938,Y,38,0.027809975928758,Green,-0.8131994005322299,139,Bird,225
62,0.6573188251562725,A,-0.18071941560587035,Y,3,0.9124430741568738,Green,-3.419905979153709,171,Bird,222
92,0.4246790124184585,A,0.17356417550563577,X,22,0.8986081700493908,Red,-0.1099398738904949,170,Dog,299
66,0.15296187060574373,C,1.8983007103623,X,1,0.8571786351865563,Green,-0.17717930199692755,197,Bird,244
64,0.8064028192465743,C,0.5808673594217597,Y,38,0.3775509286642442,Green,0.16381719357367786,129,Dog,246
70,0.5102470998031456,C,0.07133711502838612,Y,19,0.49082353720800265,Red,1.5178779582826558,151,Bird,255
63,0.9774250416894216,A,-1.5647967808746726,Y,21,0.4035946393258726,Green,-0.048728033249922025,188,Cat,210
73,0.28167935447452497,C,0.026211546301595424,Y,13,0.9475861864288285,Blue,0.6925793921077046,137,Dog,229
33,0.4806701123050767,C,0.8818414917946646,Z,27,0.5213506197739061,Red,0.37709249387419463,114,Dog,224
41,0.44799545466886814,C,0.39083930818940676,Y,17,0.080612608667043,Green,-1.3848087266399978,127,Dog,297
89,0.12077952243257872,B,-1.047861005649387,X,20,0.27405984431117736,Blue,-1.2901820941933195,158,Dog,220
48,0.4261152788307795,B,-0.3764495462407827,Y,30,0.4620332129147543,Blue,1.153583891194548,139,Dog,201
13,0.2875534564209249,A,0.07337293133466874,Y,38,0.9535559323177945,Red,-0.8794667253223751,172,Bird,266
73,0.1603204713669344,C,-0.4081128456889421,X,11,0.5689510906223058,Red,0.3691611616519101,104,Bird,204
77,0.2821555840361393,C,-0.6171059308711718,Y,27,0.6960726231680057,Green,-1.0239454602413933,185,Cat,244
31,0.233251691266392,A,-2.1472017930564586,X,38,0.08851984733382734,Red,0.7464358894390701,138,Bird,265
75,0.734073531005878,A,-0.768181231336283,Z,28,0.8773240459247479,Green,0.24742329244123434,155,Cat,294
68,0.030775178259160096,A,0.25114235331670126,Z,26,0.5390182220137874,Blue,-0.29784092968047027,178,Cat,263
98,0.6174627479132213,C,0.8751159565444877,X,39,0.9212284125406086,Blue,0.6665843866716095,134,Dog,222
4,0.7606613420236065,B,0.07615901024625008,Z,33,0.44547668539055596,Green,0.2596990079418534,190,Cat,277
19,0.4807234564689732,A,1.0594488394260166,Z,32,0.6830839969449177,Red,-0.7222659308931644,116,Cat,217
70,0.9315649800079184,C,-0.0785693474887933,Z,25,0.470838593726967,Green,0.011951632283487853,118,Cat,274
98,0.7078806952365353,A,-0.877727335322902,X,24,0.14255792951431046,Green,0.6691098787362378,117,Cat,257
82,0.7479236513114172,C,-0.47400925790323173,Y,40,0.27204997795534147,Red,1.1076952227376224,173,Cat,259
13,0.19693348744087025,A,0.49901369211312363,Z,27,0.06725729444118034,Green,-0.12871966460237153,101,Dog,214
23,0.7772955758390735,C,-0.268081108885498,Y,46,0.44026634291178013,Red,1.786453260453897,165,Cat,284
83,0.8320947360831149,A,-0.6424973548592735,Y,22,0.6493415434613468,Red,-0.7445170682756336,148,Dog,268
75,0.36126638840598957,B,-1.5575389048162822,Z,20,0.24371127580964924,Blue,-1.5568448939632111,190,Bird,266
1,0.21336306803297123,A,-0.8931757809925622,Z,33,0.490388058206604,Blue,-1.4110616884951233,179,Cat,281
88,0.3850506792036167,A,-0.3970794402094839,Y,5,0.458973334238163,Red,-0.009952288025520848,131,Bird,207
54,0.7396079690001371,B,-0.5813064019537125,Z,29,0.5334204909033405,Red,0.012024681188580378,137,Bird,237
71,0.41763900586870273,A,-0.9745993055540371,X,5,0.18458466702707854,Red,0.12560254456601858,125,Cat,225
89,0.7366518752247879,B,1.557376998764244,X,46,0.5339840884068534,Red,-0.668056687838629,195,Bird,295
85,0.11356454097753765,C,0.6004009492911057,Z,39,0.36420555678717126,Green,2.225714806370687,197,Dog,263
15,0.8060117104884844,B,2.1921357102521886,Y,17,0.28604184895904816,Red,1.5109301184897985,152,Dog,276
65,0.2532074816423574,B,-1.605207117877063,Z,29,0.5859820140236156,Blue,-1.1442871637390106,149,Bird,263
76,0.2489289877145937,C,0.3131437255376883,X,11,0.148036803501586,Red,-0.10192927251543946,171,Cat,273
71,0.5903809652038607,B,-0.43460890905432703,Y,22,0.9006586506074757,Blue,0.049284389408651715,199,Bird,200
15,0.07011804574698965,B,0.019653001848540623,Z,31,0.934852812989715,Red,0.6856300342260211,193,Cat,241
21,0.026297726684668565,C,1.8507736460120157,X,39,0.6606096897952822,Green,-1.5242013002623716,168,Bird,210
19,0.26102866529344926,A,-1.7394928664515845,Y,1,0.30315468960373326,Green,-1.7141257558213947,131,Cat,268
60,0.5380675507348227,A,-0.5727141635652003,X,15,0.626005870026414,Red,-1.218910475516264,171,Bird,200
93,0.9076163862252272,B,-0.7481288786064559,Z,19,0.6015234665281477,Blue,1.504108010679812,121,Cat,264
89,0.8464351763073069,A,-0.5700439924170096,Z,10,0.39125098162933647,Green,-0.6547048972580578,146,Bird,282
33,0.49044645992097546,A,-2.1106808475884145,X,9,0.28724724737330953,Blue,0.8085293733288564,100,Cat,249
49,0.03705199369349277,B,1.2853701610377257,X,13,0.168452952312233,Blue,0.5888306716363539,174,Dog,268
96,0.5352527346293091,C,1.3250960561048197,X,45,0.2173838400256506,Green,-0.17968383473532873,137,Dog,275
35,0.7047955999252955,A,0.5818812995760403,X,26,0.6530299235485608,Red,0.8274366039556573,154,Cat,291
44,0.33916453252503376,B,-1.3383765348357681,X,6,0.885894331065791,Blue,-1.227520877461031,105,Cat,259
90,0.1110633032816547,C,0.27764132753442305,Y,40,0.3849560549354558,Blue,-0.47143463979169725,183,Dog,236
11,0.2785679532056594,A,0.865985332962196,Z,44,0.12189948450183186,Red,-2.216711113992002,119,Cat,222
99,0.7715888644678139,C,0.3883821769051948,Y,2,0.012806301651249408,Red,0.09768207348542754,161,Dog,204
72,0.35124383228332834,B,-0.04936066670984474,X,29,0.4059056550623854,Green,-0.79232165724588,117,Dog,286
78,0.8119814906857101,C,1.4105803987732242,Y,48,0.2325669511864088,Green,2.189927821967486,181,Bird,287
74,0.3195214518074758,C,-0.7091398766342952,Z,12,0.32255556700884047,Red,0.05868412609031624,170,Bird,280
66,0.16355503841381813,B,-0.16883219817952008,X,23,0.24166987450579558,Red,0.819360834786626,131,Cat,203
46,0.43584835951360823,A,0.6256003295579746,X,3,0.6641476320747617,Blue,0.6528153417028992,189,Cat,216
9,0.45227451228913895,A,0.31784095752490377,Z,11,0.6385143008447924,Red,-0.07764976970530707,123,Dog,229
3,0.016108218549336972,C,0.5599642402758171,Y,5,0.9123045245108137,Blue,0.9920874420017525,153,Dog,253
85,0.11704507270632614,C,0.5335366393000435,Z,45,0.6997449148446736,Green,0.033071544234641696,150,Dog,288
26,0.18492601877281745,C,0.5248666105286669,Z,10,0.16494138059483687,Green,0.47558811173364557,111,Bird,280
72,0.11358731737867489,C,-0.36481840567903223,Y,47,0.7515944293080459,Blue,2.3579966524293376,189,Dog,277
48,0.3415260754213638,A,-0.6975055376442856,Y,6,0.18126786255243932,Green,0.19226411710405789,193,Bird,222
66,0.964622855617018,B,0.13713878637758647,X,16,0.55860088594376,Blue,-0.527788373099755,181,Cat,223
70,0.509222538327078,B,1.5111887071014398,X,31,0.0770782094853929,Blue,-0.7078164287427001,167,Bird,216
28,0.6275560238706465,B,-0.024860702277161358,X,23,0.04732505696764866,Blue,-0.08306978318082216,133,Cat,258
93,0.3563864785230282,C,0.5993984109262183,Z,30,0.46422999262419606,Red,0.11718285173949895,186,Cat,251
26,0.3234877616431461,C,0.1124373261121793,Y,40,0.10498356144250343,Green,0.05915044777525239,192,Cat,245
25,0.023146771915008357,B,2.033725188216292,Y,20,0.3066666048820813,Green,-1.5819949416032602,160,Bird,280
12,0.5003336556760224,A,-0.13791604105950458,X,25,0.338833378313356,Blue,-2.263555122544152,162,Cat,277
5,0.4836090067516663,B,0.6028369859445081,Z,35,0.7694269190471347,Red,-0.9687215093168977,172,Bird,258
98,0.15783072618112304,A,-0.7188889862114795,Z,5,0.3326801051796966,Green,0.05870947948181891,138,Bird,278
48,0.7643240002067037,C,-1.120439970124733,Y,47,0.4943001849218318,Red,0.06318949820270861,175,Cat,218
37,0.49267433031100294,B,-0.006901727599153482,Y,3,0.7725859300005002,Green,0.4545334718860645,136,Cat,268
79,0.3389939701615733,B,1.1810979272050781,Y,47,0.20489830684988197,Blue,0.36300309406654224,111,Bird,216
44,0.14690890902292697,C,0.6335889411275479,Y,34,0.8048973922379676,Green,-0.4995239681034789,115,Cat,296
15,0.5521608269710124,A,-2.0864004336303914,Z,12,0.8317947969619663,Red,-1.020678656724685,118,Dog,205
43,0.7528170260888097,B,0.7328592825468382,X,27,0.9888467951691842,Blue,0.5210625874389402,175,Cat,224
48,0.28199935268497167,B,-1.5313504028128033,Y,5,0.44404767886430596,Red,0.2261159047163063,100,Cat,246
87,0.21879435157672256,A,0.8399921663703858,Y,41,0.3706493286604362,Green,-1.093209544236997,164,Dog,216
70,0.521934964064577,B,0.5444097308576138,Y,22,0.702005270575211,Green,0.6247751122666476,118,Bird,232
46,0.15534330251001693,B,-0.14980544584183836,Z,4,0.05815111727078304,Blue,0.9570364896076986,151,Cat,210
43,0.6666133865942849,C,0.7272526063920683,X,28,0.03975151152985534,Blue,0.7894668650995761,143,Dog,232
21,0.6053436279442305,A,-0.26413299751087016,Z,7,0.33499086346570683,Red,0.9644712272535013,143,Dog,227
23,0.08708204959142862,B,0.14936369615132886,X,48,0.7295150881766029,Blue,-0.7506082840251879,101,Bird,240
80,0.03652037938137387,B,-1.438230413137147,Z,45,0.11645444367810365,Red,0.8517989104337753,176,Bird,258
47,0.6202886525885849,C,-0.2561992803311974,Y,34,0.6355468482124358,Blue,-0.1578407289217843,103,Bird,204
15,0.2942937739887408,B,0.9238625711591292,Y,2,0.2695052652996426,Green,2.0448212594588178,118,Dog,284
25,0.08644575317339853,C,-1.3311593184926405,X,9,0.6516746726855003,Red,0.8941275921912218,144,Bird,229
36,0.7594287049564865,B,0.8186236834904836,Z,15,0.4569761238893253,Green,0.42939979975109743,132,Cat,245
75,0.3140440030176441,C,-2.0187197232791982,X,31,0.11515167529470105,Green,1.716258552372123,116,Cat,289
51,0.4595995496382236,A,-1.18959583783011,Z,36,0.24728281476297287,Red,-0.5062956372466869,156,Cat,255
15,0.23681292745376925,A,-0.31478685328559447,Y,49,0.21971375389307546,Blue,0.5506858954402947,116,Dog,202
68,0.6273170783579646,B,0.15358500003462883,X,41,0.16458459270897008,Red,2.235582512793222,103,Bird,284
21,0.30148841535435944,B,-0.5727126798313026,X,15,0.468345448404777,Green,0.813188827008545,107,Dog,211
13,0.9680209612276284,C,-0.6000071384546486,Y,33,0.9546655393169957,Green,0.15144321094009894,193,Dog,206
86,0.7029475486169066,C,1.1071603794356628,Y,31,0.6580888002909872,Green,-0.2698147006079663,136,Bird,225
19,0.1367222763734658,A,1.1886901750625483,Y,27,0.836002031498108,Green,-0.9682731296015725,195,Cat,243
34,0.41669483967346677,B,-0.42439523180951105,Y,2,0.9810801890314736,Red,-0.28955509488023456,101,Dog,255
78,0.3854210997298786,C,-0.3941123750491345,Y,9,0.5406226631935678,Red,-0.8188295995055871,188,Bird,254
68,0.5342471107203831,A,-0.2870543011179178,Y,43,0.23807007568637517,Red,-0.23020890582293116,125,Cat,212
52,0.8419306744792533,A,2.21774535654848,Z,1,0.9278110070435865,Red,-0.11019088083017671,140,Bird,277
27,0.5834220151830017,C,0.016962149554998737,Z,19,0.6989839890717581,Green,0.9887490481303829,112,Bird,224
29,0.06155667759999928,B,1.5710166564483963,X,9,0.9589412605470168,Blue,-0.40861549160373345,182,Cat,280
28,0.655415696802855,A,0.7320172648970423,Z,2,0.6510319616555238,Red,-0.5966307485684527,123,Cat,215
35,0.008265297945858396,C,-0.10486523106102547,X,37,0.7751450100292716,Green,0.8872348736570733,172,Dog,291
8,0.779960460540393,A,-0.6473876570865835,Z,49,0.8906361947788785,Red,0.6966961297644056,198,Dog,240
16,0.666636072411242,B,0.7791897214109057,Z,1,0.7592493115200815,Green,-0.243448778826025,161,Cat,281
36,0.308785658352586,C,-0.7861306361826071,Y,46,0.5626457720127221,Blue,0.600902610478159,195,Bird,203
30,0.29244180458951574,B,-0.38651304521391355,Z,12,0.47192093226147247,Blue,-0.26203031757839085,164,Cat,239
18,0.7982729965463056,B,0.6588419843714824,Z,26,0.8233773349128454,Red,-0.21318496183934138,130,Cat,250
2,0.7833366919246205,A,-0.24058461846072685,Z,10,0.7719858128206885,Blue,1.5538689053571613,117,Cat,280
49,0.35230235437675994,B,-0.39495274806257097,Y,47,0.36643082393101645,Green,-0.13782901988460225,114,Dog,254
77,0.2989477280797803,A,-0.30794405632504207,Y,1,0.4983319673421538,Green,-0.40584221851676927,123,Bird,232
4,0.55982478888279,C,-0.6867030049898435,Z,1,0.6349907558856923,Red,0.017880265009649152,164,Dog,238
90,0.00836565998414418,C,0.44946465197448,X,43,0.028370219052147427,Blue,-1.9653536431960523,114,Dog,223
89,0.08266703798654229,A,0.03624572732326077,Z,31,0.24756869993164632,Blue,-0.1679512734291209,186,Cat,282
94,0.12616959014873674,A,-1.3561720611949675,Y,11,0.2502143950713559,Green,0.25473344109027496,150,Cat,262
75,0.1854118178271742,A,-0.4874668254589845,Y,5,0.8832315594813123,Green,1.9813862043745307,119,Dog,259
7,0.5120181266754691,B,-0.36704139608245534,X,35,0.33148775349629134,Green,0.09237971446362746,193,Cat,297
95,0.992241914861122,C,-0.37404412439466284,Y,11,0.5451433877979136,Green,0.43791660471200394,151,Bird,293
74,0.6526134017473535,C,0.5990917671149544,Y,4,0.8315864670042281,Blue,0.34643155636580086,176,Dog,251
39,0.06129879444922359,B,-0.7021934948906061,Z,38,0.2596938125433359,Red,2.2686027105170132,104,Cat,248
13,0.5255793740622418,A,2.7038751925892255,X,39,0.12375707746686415,Blue,1.0027007743979401,153,Dog,294
31,0.49664521238950443,C,1.385555582216974,Y,21,0.9483598065084472,Blue,-1.4509981785399075,136,Bird,265
71,0.1441678158180495,B,1.380736412639098,Y,36,0.7046829360341629,Green,1.229158443809766,161,Dog,240
63,0.9202723688024077,A,-1.0336988128072997,Z,46,0.1770537656801413,Green,-0.9449267412791027,110,Dog,214
56,0.44076524767536895,C,-2.0305766118258752,Z,28,0.8197115540126597,Green,-0.6536319496719495,141,Dog,256
42,0.9945591406097397,A,-0.3390693946152719,Z,8,0.7871266133355852,Red,-1.2997382098764851,105,Cat,248
61,0.4200722952521643,B,0.29352587261165525,Z,20,0.8375410974754858,Red,1.8223343030120567,188,Dog,258
42,0.6079577026836093,C,-0.16195879131002258,X,43,0.27621257665422927,Green,1.186342868955609,144,Cat,273
56,0.10476253645144007,A,-0.529823015525806,Z,46,0.448579673388971,Green,1.230661569878279,156,Cat,205
36,0.4542278238068692,A,-1.7409878956035099,X,21,0.6936737432281136,Blue,1.0358877124294479,138,Dog,296
84,0.2387658940039733,A,-0.6721412733897842,Y,35,0.390667574229405,Blue,0.6907420937791917,192,Dog,263
68,0.835564798571235,B,-0.24308016897727405,Y,43,0.06997217221626584,Blue,-0.3196917363906834,136,Dog,222
7,0.7839195848675399,A,-0.4953671777646991,Z,32,0.13644975399543602,Green,0.20604848967490652,139,Dog,241
54,0.8241799996253585,C,-0.5010588804930958,Z,36,0.5971135050974303,Blue,-0.5163425334442274,157,Dog,268
1,0.7236094377579514,C,-0.7982871671857356,Z,41,0.3751681995986217,Red,-0.8513352752126463,196,Dog,239
44,0.8326832236200512,A,1.654858434987831,Y,5,0.0053801318097077555,Blue,-0.640482016049798,106,Dog,230
45,0.20082875017492086,B,0.7084473049486499,Y,45,0.766854526976098,Red,2.354172286574148,181,Cat,213
47,0.45204377657980166,C,0.9560099376296091,Y,4,0.416703742795161,Blue,-0.3823016583298719,139,Bird,269
13,0.6918468799459682,C,0.2727721410045393,X,7,0.3137692854459324,Red,1.0007762754280933,134,Bird,296
22,0.6373924979351349,C,-1.3350978462177538,Y,34,0.7135191790510994,Green,2.0771697645522735,173,Bird,244
21,0.716354482874087,A,0.7384312046880726,Z,20,0.45510881898640343,Red,0.7807057459044077,186,Bird,295
86,0.2242583831512317,C,1.348222567056998,X,7,0.6948311093921872,Blue,-0.78801903917594,113,Cat,211
92,0.09843470904498974,A,1.4940589166473897,X,24,0.013198082381222553,Green,-0.7366102891043216,182,Bird,238
9,0.9168065780747764,A,0.6236384220340094,X,21,0.00942011408482446,Green,0.11885287712778729,193,Dog,221
26,0.5601718955673585,A,0.0009876591590119842,Y,9,0.5599019304103781,Green,2.256778525987524,108,Cat,277
9,0.15382592450741095,A,-0.0018915645958175076,Y,19,0.9822120342285077,Red,1.4235426645683538,168,Bird,234
15,0.7934365818873615,A,0.5187846455784433,Y,20,0.272357237918332,Green,0.5366500089864674,138,Bird,287
10,0.9149299366292826,C,-1.6410081961979222,Y,28,0.6828935571666752,Blue,-0.20417475775874783,144,Bird,298
88,0.16956351857110907,A,0.6385795591670874,Z,32,0.17225754290268236,Green,0.37944464230647024,160,Bird,278
42,0.8174124552691105,A,-0.4856854436871016,X,34,0.3115486317608338,Blue,0.18924468923041027,149,Bird,212
72,0.9332250613191283,A,2.209466789802954,X,16,0.07807489047520799,Green,0.18290813981376955,195,Bird,239
24,0.9383616002960173,A,-0.30049738935540643,X,38,0.8807931599568446,Red,-0.8754072624178951,139,Cat,220
80,0.9141564616535012,A,0.19453705809943997,X,17,0.31043740155316313,Green,-0.8941939977857056,127,Dog,257
49,0.5464210123601028,A,0.14471957467845872,X,11,0.23046644740299005,Blue,0.32880707434182394,135,Bird,266
26,0.35621131725386923,C,-0.6921374476344834,Z,4,0.7306041784399004,Blue,-1.1596506748354622,109,Bird,271
91,0.007272807694009287,A,0.45730209961325197,Z,40,0.19944015561049278,Green,-0.6251108968174951,160,Bird,213
37,0.060912226871527086,A,0.3420902462709844,X,45,0.24027536049838305,Red,0.02964438811842016,167,Cat,262
68,0.42883901529739066,C,1.0228048345882408,X,40,0.10361625366071459,Green,0.33079411879910153,136,Bird,209
50,0.3993261463915103,C,0.720447443255888,Y,42,0.9628719091948769,Red,1.1157492396103363,191,Cat,296
24,0.1847139095698832,B,0.18714741971803342,X,18,0.24763774952167894,Blue,-1.2530497934582303,123,Cat,271
19,0.3954800280316568,C,-0.8187800660743506,Z,49,0.9956633028023826,Blue,-1.2500004128819178,133,Dog,255
60,0.1746500654553681,C,-0.7897155821024897,Y,48,0.17614944096847895,Green,1.3063148130291198,190,Cat,203
39,0.8487912527758406,A,1.657010733925431,Z,6,0.020651849978170045,Red,1.6764903667527578,100,Dog,254
74,0.29819487787559884,B,0.08714659375793643,Y,46,0.8956936134442833,Blue,-1.0440854224146305,120,Bird,208
89,0.59856435015831,A,2.0765591822949307,Y,32,0.5800172518401155,Red,-0.8452235130764751,170,Bird,260
18,0.5028430619990868,B,-0.8182586786761233,X,5,0.3514099999841287,Green,0.5455611650869397,143,Bird,264
19,0.051882077593992215,A,2.1938109639419716,Z,15,0.5133396624570512,Red,0.04872344536191978,139,Bird,260
36,0.9422337194911662,C,-0.9435133686439552,Z,45,0.2607269549074286,Red,0.05651251849254236,178,Cat,255
74,0.5272259782504833,C,-0.43838577468587037,X,16,0.6347588502816244,Blue,-0.7806350203150213,177,Dog,286
97,0.3250576433918153,B,0.44214367920896724,Y,48,0.6164685583425663,Red,0.7196955498462431,193,Cat,276
55,0.15812656963306826,A,0.9975385929663236,Y,17,0.08019228903968934,Red,-0.23716282930166457,151,Bird,292
69,0.33852663472683575,A,0.6780799393850981,Z,37,0.9106881006010767,Blue,-0.27005010356871106,100,Cat,252
47,0.020511603023389502,C,-1.9131109389806655,X,43,0.46052534222510844,Blue,-1.1312386347126495,152,Bird,243
